
#=============================================================
#  JobUsageRecords for the Probes with ridiculous efficiency 
#  Start: Sat Sep 14 20:43:52 CDT 2013
#  Probe: pbs:ce.grid.unesp.br
#=============================================================

mysql --table --unbuffered --host=gr-osg-mysql-reports.opensciencegrid.org --port=3306 -u reader -preader gratia
   SELECT
      jur.dbid as dbid
     ,CpuSystemDuration 
     ,CpuUserDuration
     ,WallDuration
     ,Processors
     ,(WallDuration * IFNULL(Processors,1)) as Wall_w_Cores
     ,round((CpuSystemDuration + CpuUserDuration)/(WallDuration * IFNULL(Processors,1)) * 100,0) as Efficiency
   FROM
      JobUsageRecord_Meta meta
     ,JobUsageRecord jur
   WHERE
    meta.ProbeName = "pbs:ce.grid.unesp.br"
AND meta.ServerDate >= "2013-06-01"
-- AND meta.ServerDate <  "2013-09-15"
AND meta.dbid = jur.dbid
AND jur.EndTime >= "2013-06-01"
AND jur.EndTime < "2013-09-15"
AND (CpuSystemDuration + CpuUserDuration)/(WallDuration * IFNULL(Processors,1)) * 100 > 2500

   order by
     dbid
;

+------------+-------------------+-----------------+--------------+------------+--------------+------------+
| dbid       | CpuSystemDuration | CpuUserDuration | WallDuration | Processors | Wall_w_Cores | Efficiency |
| 1132477983 |                 0 |     18451946061 |       700967 |          1 |       700967 |    2632356 | 
| 1132592286 |                 0 |     18451905971 |       704500 |          1 |       704500 |    2619149 | 
| 1133666247 |                 0 |     18455319712 |      2238111 |          1 |      2238111 |     824594 | 
| 1134310990 |                 0 |     18454998435 |      1035654 |          1 |      1035654 |    1781966 | 
| 1135463991 |                 0 |     18453275130 |      2362476 |          1 |      2362476 |     781099 | 
| 1136210598 |                 0 |     18466536875 |      2484909 |          1 |      2484909 |     743147 | 
| 1136210602 |                 0 |     20298233010 |      2486799 |          1 |      2486799 |     816239 | 
| 1136210718 |                 0 |     18466528385 |      2484867 |          1 |      2484867 |     743160 | 
| 1136210720 |                 0 |     33637003343 |      2486395 |          1 |      2486395 |    1352842 | 
| 1136211610 |                 0 |     18455320315 |      2484414 |          1 |      2484414 |     742844 | 
| 1136211614 |                 0 |     18459606967 |      2486352 |          1 |      2486352 |     742437 | 
| 1136211615 |                 0 |     18459605097 |      2486821 |          1 |      2486821 |     742297 | 
| 1136211616 |                 0 |     18466531112 |      2484815 |          1 |      2484815 |     743175 | 
| 1136211620 |                 0 |     18455318209 |      1079086 |          1 |      1079086 |    1710273 | 
