AGLT2	10.29	atlas	328582	1988379	2212450	20460419	22766115	2014-04-01	2014-04-20	2014-04-20 11:15:26	US-AGLT2	"AGLT2_CE_2","AGLT2_SL6"	04	2014
BNL-ATLAS	10.05	atlas	2399714	4411876	5503702	44339353	55312202	2014-04-01	2014-04-20	2014-04-20 11:15:26	BNL_ATLAS_1	"BNL_ATLAS_1","BNL_ATLAS_2","BNL_ATLAS_3","BNL_ATLAS_4","BNL_ATLAS_5","BNL_ATLAS_6","BNL_ATLAS_7","BNL_ATLAS_8"	04	2014
BU_ATLAS_Tier2	9.32	atlas	314636	1003524	1078331	9352844	10050047	2014-04-01	2014-04-20	2014-04-20 11:15:26	US-NET2	"NET2"	04	2014
CIT_CMS_T2	12.944	cms	134635	440129	958417	5697043	12405750	2014-04-01	2014-04-20	2014-04-20 11:15:26	T2_US_Caltech	"CIT_CMS_T2","CIT_CMS_T2B"	04	2014
GLOW	9.632	cms	256400	1258325	1474756	12120197	14204846	2014-04-01	2014-04-20	2014-04-20 11:15:26	T2_US_Wisconsin	"GLOW","GLOW-CMS"	04	2014
GridUNESP_CENTRAL	14.688	cms	2	0	0	0	0	2014-04-16	2014-04-16	2014-04-20 11:15:26	BR-SP-SPRACE	"GridUNESP_CENTRAL"	04	2014
HU_ATLAS_Tier2	9.44	atlas	131180	732974	800966	6919278	7561117	2014-04-01	2014-04-20	2014-04-20 11:15:26	US-NET2	"NET2_HU"	04	2014
LC-glcc	15.68	alice	41262	238770	404374	3743919	6340589	2014-04-01	2014-04-20	2014-04-20 11:15:26	US-LLNL-ALICE	"LC-glcc"	04	2014
LUCILLE	9.1	atlas	34648	336501	358259	3062158	3260156	2014-04-01	2014-04-20	2014-04-20 11:15:26	US-SWT2	"Lucille_CE"	04	2014
MIT_CMS	10.8	cms	250252	919954	1193298	9935486	12887620	2014-04-01	2014-04-20	2014-04-20 11:15:26	T2_US_MIT	"MIT_CMS","MIT_CMS_2"	04	2014
MWT2	9.26	atlas	562142	3232133	3636350	29929545	33672598	2014-04-01	2014-04-20	2014-04-20 11:15:26	US-MWT2	"MWT2","MWT2_CE_IU","MWT2_CE_UC","MWT2_CE_UIUC"	04	2014
MWT2	9.26	cms	8	2	6	17	57	2014-04-14	2014-04-14	2014-04-20 11:15:26	US-MWT2	"MWT2","MWT2_CE_IU","MWT2_CE_UC","MWT2_CE_UIUC"	04	2014
NERSC-PDSF	16.614	alice	140463	340061	583364	5649774	9692003	2014-04-01	2014-04-20	2014-04-20 11:15:26	US-LBNL-ALICE	"NERSC-PDSF"	04	2014
Nebraska	10.412	cms	171432	1235632	1463976	12865394	15242894	2014-04-01	2014-04-20	2014-04-20 11:15:26	T2_US_Nebraska	"Nebraska","red-gateway1","red-gateway2"	04	2014
OU_OCHEP_SWT2	8.82	atlas	65862	362841	380585	3200255	3356761	2014-04-01	2014-04-20	2014-04-20 11:15:26	US-SWT2	"OU_OCHEP_SWT2"	04	2014
OU_OSCER_ATLAS	14.22	atlas	34386	168088	180425	2390208	2565641	2014-04-01	2014-04-20	2014-04-20 11:15:26	US-SWT2	"OU_OSCER_ATLAS"	04	2014
Purdue-Carter	16.4	cms	91476	281952	346756	4624018	5686782	2014-04-01	2014-04-20	2014-04-20 11:15:26	T2_US_Purdue	"Purdue-Carter"	04	2014
Purdue-Conte	10.25	cms	75209	214612	271749	2199761	2785441	2014-04-01	2014-04-20	2014-04-20 11:15:26	T2_US_Purdue	"Purdue-Conte"	04	2014
Purdue-Hansen	8.68	cms	75844	194970	247922	1692334	2151965	2014-04-01	2014-04-20	2014-04-20 11:15:26	T2_US_Purdue	"Purdue-Hansen"	04	2014
Purdue-RCAC	12.124	cms	63861	50337	188379	610275	2283919	2014-04-01	2014-04-20	2014-04-20 11:15:26	T2_US_Purdue	"Purdue-RCAC"	04	2014
Purdue-Rossmann	11.24	cms	14505	781672	132755	8785979	1492159	2014-04-01	2014-04-20	2014-04-20 11:15:26	T2_US_Purdue	"Purdue-Rossmann"	04	2014
SPRACE	13.48	cms	83161	304259	357227	4101400	4815416	2014-04-01	2014-04-20	2014-04-20 11:15:26	BR-SP-SPRACE	"SPRACE"	04	2014
SWT2_CPB	8.56	atlas	241369	570261	634896	4881437	5434707	2014-04-01	2014-04-20	2014-04-20 11:15:26	US-SWT2	"SWT2_CPB"	04	2014
UCSDT2	13.24	cms	159747	508898	650765	6737822	8616109	2014-04-01	2014-04-20	2014-04-20 11:15:26	T2_US_UCSD	"UCSDT2","UCSDT2-B","UCSDT2-C","UCSDT2-D"	04	2014
UERJ	10.486	cms	18870	4	765	44	8024	2014-04-01	2014-04-20	2014-04-20 11:15:26	T2-LATINAMERICA	"UERJ_CE"	04	2014
UFlorida-HPC	10.94	cms	165191	804941	859559	8806073	9403596	2014-04-01	2014-04-20	2014-04-20 11:15:26	T2_US_Florida	"UFlorida-HPC"	04	2014
USCMS-FNAL-WC1	10.264	cms	301851	2107015	2581891	21626401	26500527	2014-04-01	2014-04-20	2014-04-20 11:15:26	USCMS-FNAL-WC1-CE	"USCMS-FNAL-WC1-CE","USCMS-FNAL-WC1-CE2","USCMS-FNAL-WC1-CE3","USCMS-FNAL-WC1-CE4"	04	2014
UTA_SWT2	9.67	atlas	41736	439505	449658	4250015	4348194	2014-04-01	2014-04-20	2014-04-20 11:15:26	US-SWT2	"UTA_SWT2"	04	2014
WT2	11.06	atlas	204794	876376	2000457	9692722	22125060	2014-04-01	2014-04-20	2014-04-20 11:15:26	US-WT2	"WT2"	04	2014
